,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17
165,BeerAvailable,CVSpharmacy,Cafe-Pizza,Starbucks,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
166,AcceptsWIC,CVSpharmacy,Cafe-Pizza,FreshGrocery,MobileKiosk,PhotoLab,Starbucks,Wine&BeerAvailable,NA,NA,NA,NA,NA,NA,NA,NA,NA
167,AcceptsWIC,CVSpharmacy,Cafe,FreshGrocery,MobileKiosk,PhotoLab,Starbucks,Wine&BeerAvailable,NA,NA,NA,NA,NA,NA,NA,NA,NA
168,CVSpharmacy,Cafe-Pizza,DriveUp,FreshGrocery,MobileKiosk,Starbucks,Wine&BeerAvailable,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
169,CVSpharmacy,Cafe-Pizza,DriveUp,FreshGrocery,MobileKiosk,Starbucks,Wine&BeerAvailable,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
170,CVSpharmacy,DriveUp,MobileKiosk,Optical,Starbucks,Wine&BeerAvailable,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
171,CVSpharmacy,Cafe-Pizza,MobileKiosk,PhotoLab,Starbucks,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
172,CVSpharmacy,Cafe-Pizza,MobileKiosk,PhotoLab,Starbucks,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
173,CVSpharmacy,Cafe-Pizza,MobileKiosk,PhotoLab,Starbucks,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
174,CVSpharmacy,Cafe-Pizza,Starbucks,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
175,CVSpharmacy,Cafe-Pizza,FreshGrocery,MobileKiosk,Starbucks,Wine&BeerAvailable,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
176,CVSpharmacy,Cafe-Pizza,FreshGrocery,MobileKiosk,PhotoLab,Starbucks,Wine&BeerAvailable,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
177,CVSpharmacy,Cafe-Pizza,FreshGrocery,MobileKiosk,Starbucks,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
178,CVSpharmacy,Cafe-Pizza,Starbucks,Wine&BeerAvailable,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
179,CVSpharmacy,Cafe,DriveUp,MobileKiosk,Wine&BeerAvailable,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
180,CVSpharmacy,Cafe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
181,CVSpharmacy,Cafe-Pizza,PhotoLab,Starbucks,Wine,Beer,&SpiritsAvailable,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
182,CVSpharmacy,Cafe-Pizza,Starbucks,Wine&BeerAvailable,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
183,CVSpharmacy,Cafe-Pizza,DriveUp,FreshGrocery,MobileKiosk,Starbucks,Wine,Beer,&SpiritsAvailable,NA,NA,NA,NA,NA,NA,NA,NA
184,AcceptsWIC,Bakery,CVSpharmacy,Cafe-Pizza,Deli,DriveUp,FreshGrocery,MobileKiosk,Optical,PhotoLab,Starbucks,,Wine&BeerAvailable,NA,NA,NA,NA
185,CVSpharmacy,Cafe-Pizza,FreshGrocery,MobileKiosk,PhotoLab,Starbucks,Wine,Beer,&SpiritsAvailable,NA,NA,NA,NA,NA,NA,NA,NA
186,CVSpharmacy,Cafe-Pizza,DriveUp,FreshGrocery,MobileKiosk,PhotoLab,Starbucks,Wine&BeerAvailable,NA,NA,NA,NA,NA,NA,NA,NA,NA
187,CVSpharmacy,Cafe-Pizza,FreshGrocery,MobileKiosk,Starbucks,Wine,Beer,&SpiritsAvailable,NA,NA,NA,NA,NA,NA,NA,NA,NA
188,CVSpharmacy,Cafe-Pizza,FreshGrocery,Starbucks,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
189,AcceptsWIC,Bakery,BeerAvailable,CVSpharmacy,Cafe,Deli,FreshGrocery,MobileKiosk,Starbucks,,NA,NA,NA,NA,NA,NA,NA
190,AcceptsWIC,Bakery,BeerAvailable,CVSpharmacy,Cafe-Pizza,Deli,FreshGrocery,MobileKiosk,PhotoLab,Starbucks,,NA,NA,NA,NA,NA,NA
191,BeerAvailable,CVSpharmacy,Cafe,FreshGrocery,MobileKiosk,Starbucks,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
192,BeerAvailable,CVSpharmacy,Cafe-Pizza,FreshGrocery,Starbucks,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
193,BeerAvailable,CVSpharmacy,Cafe-Pizza,FreshGrocery,MobileKiosk,Starbucks,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
194,CVSpharmacy,Cafe-Pizza,DriveUp,FreshGrocery,MobileKiosk,Optical,PhotoLab,Starbucks,Wine&BeerAvailable,NA,NA,NA,NA,NA,NA,NA,NA
195,Cafe,MobileKiosk,Starbucks,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
196,CVSpharmacy,Cafe,DriveUp,FreshGrocery,MobileKiosk,Starbucks,Wine&BeerAvailable,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
197,CVSpharmacy,Cafe-Pizza,MobileKiosk,Starbucks,Wine,Beer,&SpiritsAvailable,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
198,BeerAvailable,CVSpharmacy,Cafe-Pizza,DriveUp,FreshGrocery,MobileKiosk,Starbucks,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
199,AcceptsWIC,Bakery,BeerAvailable,CVSpharmacy,Cafe,Deli,DriveUp,FreshGrocery,MobileKiosk,PhotoLab,Starbucks,,NA,NA,NA,NA,NA
200,AcceptsWIC,Bakery,BeerAvailable,CVSpharmacy,Cafe-Pizza,Deli,DriveUp,FreshGrocery,MobileKiosk,PhotoLab,Starbucks,,NA,NA,NA,NA,NA
201,CVSpharmacy,Cafe-Pizza,DriveUp,FreshGrocery,MobileKiosk,PhotoLab,Starbucks,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202,AcceptsWIC,Bakery,BeerAvailable,CVSpharmacy,Cafe-Pizza,Deli,DriveUp,FreshGrocery,MobileKiosk,Starbucks,,NA,NA,NA,NA,NA,NA
203,BeerAvailable,CVSpharmacy,Cafe-Pizza,DriveUp,FreshGrocery,MobileKiosk,Starbucks,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
204,BeerAvailable,CVSpharmacy,Cafe-Pizza,DriveUp,FreshGrocery,Starbucks,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
205,BeerAvailable,CVSpharmacy,Cafe-Pizza,DriveUp,FreshGrocery,MobileKiosk,Starbucks,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
206,AcceptsWIC,Bakery,CVSpharmacy,Cafe-Pizza,Deli,DriveUp,FreshGrocery,MobileKiosk,Optical,PhotoLab,Starbucks,,Wine&BeerAvailable,NA,NA,NA,NA
207,AcceptsWIC,Bakery,CVSpharmacy,Cafe-Pizza,Deli,DriveUp,FreshGrocery,MinuteClinic,MobileKiosk,Optical,PhotoLab,Starbucks,,Wine&BeerAvailable,NA,NA,NA
208,CVSpharmacy,Cafe,DriveUp,FreshGrocery,PhotoLab,Wine&BeerAvailable,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
209,AcceptsWIC,Bakery,CVSpharmacy,Cafe-Pizza,Deli,DriveUp,FreshGrocery,MobileKiosk,Optical,Starbucks,,Wine&BeerAvailable,NA,NA,NA,NA,NA
210,AcceptsWIC,Bakery,CVSpharmacy,Cafe-Pizza,Deli,DriveUp,FreshGrocery,MobileKiosk,Optical,Starbucks,,Wine&BeerAvailable,NA,NA,NA,NA,NA
211,AcceptsWIC,Bakery,BeautyConcierge,CVSpharmacy,Deli,DriveUp,FreshGrocery,MinuteClinic,MobileKiosk,Optical,PhotoLab,Starbucks,,Wine&BeerAvailable,NA,NA,NA
212,BeerAvailable,CVSpharmacy,Cafe-Pizza,Starbucks,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
213,DriveUp,FreshGrocery,MobileKiosk,PhotoLab,Starbucks,Wine&BeerAvailable,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
214,CVSpharmacy,Cafe,DriveUp,FreshGrocery,Starbucks,Wine&BeerAvailable,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
215,AcceptsWIC,Bakery,CVSpharmacy,Cafe-Pizza,Deli,DriveUp,FreshGrocery,MinuteClinic,MobileKiosk,Optical,PhotoLab,Starbucks,,Wine&BeerAvailable,NA,NA,NA
216,AcceptsWIC,Bakery,CVSpharmacy,Cafe-Pizza,Deli,DriveUp,FreshGrocery,MobileKiosk,Optical,Starbucks,,Wine&BeerAvailable,NA,NA,NA,NA,NA
217,AcceptsWIC,Bakery,CVSpharmacy,Cafe-Pizza,Deli,DriveUp,FreshGrocery,MobileKiosk,Optical,Starbucks,,Wine&BeerAvailable,NA,NA,NA,NA,NA
218,AcceptsWIC,Bakery,BeerAvailable,CVSpharmacy,Cafe-Pizza,Deli,FreshGrocery,MobileKiosk,Optical,Starbucks,,NA,NA,NA,NA,NA,NA
219,Bakery,CVSpharmacy,Cafe-Pizza,Deli,DriveUp,FreshGrocery,MinuteClinic,MobileKiosk,Optical,PhotoLab,Starbucks,,Wine&BeerAvailable,NA,NA,NA,NA
220,AcceptsWIC,Bakery,CVSpharmacy,Cafe-Pizza,Deli,DriveUp,FreshGrocery,MobileKiosk,Optical,Starbucks,,Wine&BeerAvailable,NA,NA,NA,NA,NA
221,AcceptsWIC,Bakery,CVSpharmacy,Cafe-Pizza,Deli,DriveUp,FreshGrocery,MobileKiosk,Optical,PhotoLab,Starbucks,,Wine&BeerAvailable,NA,NA,NA,NA
222,Bakery,CVSpharmacy,Deli,FreshGrocery,MobileKiosk,Optical,Starbucks,,Wine&BeerAvailable,NA,NA,NA,NA,NA,NA,NA,NA
223,AcceptsWIC,Bakery,CVSpharmacy,Cafe-Pizza,Deli,DriveUp,FreshGrocery,MinuteClinic,MobileKiosk,Optical,PhotoLab,Starbucks,,Wine&BeerAvailable,NA,NA,NA
224,CVSpharmacy,Cafe-Pizza,Wine,Beer,&SpiritsAvailable,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
225,AcceptsWIC,Bakery,BeautyConcierge,CVSpharmacy,Cafe-Pizza,Deli,DriveUp,FreshGrocery,MobileKiosk,Optical,PhotoLab,Starbucks,,Wine&BeerAvailable,NA,NA,NA
226,AcceptsWIC,CVSpharmacy,Cafe,DriveUp,FreshGrocery,Wine&BeerAvailable,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
227,AcceptsWIC,CVSpharmacy,Cafe-Pizza,DriveUp,FreshGrocery,Starbucks,Wine&BeerAvailable,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
228,AcceptsWIC,Bakery,CVSpharmacy,Cafe-Pizza,Deli,DriveUp,FreshGrocery,MobileKiosk,Optical,Starbucks,,Wine&BeerAvailable,NA,NA,NA,NA,NA
229,AcceptsWIC,Bakery,CVSpharmacy,Cafe,Deli,DriveUp,FreshGrocery,MobileKiosk,Optical,PhotoLab,Starbucks,,Wine&BeerAvailable,NA,NA,NA,NA
230,AcceptsWIC,CVSpharmacy,Cafe-Pizza,FreshGrocery,MobileKiosk,Starbucks,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
231,AcceptsWIC,BeautyConcierge,CVSpharmacy,Cafe-Pizza,DriveUp,FreshGrocery,MobileKiosk,Optical,Starbucks,Wine&BeerAvailable,NA,NA,NA,NA,NA,NA,NA
232,AcceptsWIC,CVSpharmacy,Cafe-Pizza,FreshGrocery,Starbucks,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
233,AcceptsWIC,CVSpharmacy,Cafe-Pizza,FreshGrocery,Starbucks,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
234,Bakery,BeautyConcierge,CVSpharmacy,Deli,DriveUp,FreshGrocery,MinuteClinic,MobileKiosk,Optical,PhotoLab,Starbucks,,Wine&BeerAvailable,NA,NA,NA,NA
235,Bakery,CVSpharmacy,Cafe-Pizza,Deli,FreshGrocery,Optical,Starbucks,,Wine,Beer,&SpiritsAvailable,NA,NA,NA,NA,NA,NA
236,AcceptsWIC,BeautyConcierge,CVSpharmacy,Cafe-Pizza,DriveUp,FreshGrocery,MobileKiosk,Starbucks,Wine&BeerAvailable,NA,NA,NA,NA,NA,NA,NA,NA
237,AcceptsWIC,Bakery,BeerAvailable,CVSpharmacy,Cafe-Pizza,Deli,FreshGrocery,MobileKiosk,Optical,PhotoLab,Starbucks,,NA,NA,NA,NA,NA
238,AcceptsWIC,Bakery,BeerAvailable,CVSpharmacy,Cafe-Pizza,Deli,FreshGrocery,MobileKiosk,Optical,PhotoLab,Starbucks,,NA,NA,NA,NA,NA
239,BeautyConcierge,CVSpharmacy,Cafe-Pizza,DriveUp,FreshGrocery,MobileKiosk,PhotoLab,Wine&BeerAvailable,NA,NA,NA,NA,NA,NA,NA,NA,NA
240,Bakery,CVSpharmacy,Cafe,Deli,FreshGrocery,MobileKiosk,Optical,Starbucks,,Wine,Beer,&SpiritsAvailable,NA,NA,NA,NA,NA
241,AcceptsWIC,Bakery,BeerAvailable,CVSpharmacy,Cafe-Pizza,Deli,FreshGrocery,MobileKiosk,Optical,PhotoLab,Starbucks,,NA,NA,NA,NA,NA
242,AcceptsWIC,CVSpharmacy,Cafe,DriveUp,FreshGrocery,MobileKiosk,Optical,Wine&BeerAvailable,NA,NA,NA,NA,NA,NA,NA,NA,NA
243,AcceptsWIC,CVSpharmacy,Cafe-Pizza,FreshGrocery,MobileKiosk,Starbucks,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
244,CVSpharmacy,Cafe-Pizza,MobileKiosk,PhotoLab,Starbucks,Wine,Beer,&SpiritsAvailable,NA,NA,NA,NA,NA,NA,NA,NA,NA
245,CVSpharmacy,FreshGrocery,MobileKiosk,Optical,Starbucks,Wine,Beer,&SpiritsAvailable,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,CVSpharmacy,Cafe-Pizza,DriveUp,FreshGrocery,Starbucks,Wine&BeerAvailable,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
247,Cafe,DriveUp,FreshGrocery,Wine&BeerAvailable,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
248,AcceptsWIC,Bakery,BeerAvailable,CVSpharmacy,Cafe-Pizza,Deli,FreshGrocery,MobileKiosk,Optical,PhotoLab,Starbucks,,NA,NA,NA,NA,NA
249,CVSpharmacy,Cafe-Pizza,FreshGrocery,PhotoLab,Starbucks,Wine,Beer,&SpiritsAvailable,NA,NA,NA,NA,NA,NA,NA,NA,NA
250,AcceptsWIC,CVSpharmacy,FreshGrocery,MobileKiosk,Optical,Starbucks,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
251,AcceptsWIC,Bakery,BeerAvailable,CVSpharmacy,Deli,FreshGrocery,MobileKiosk,Optical,PhotoLab,Starbucks,,NA,NA,NA,NA,NA,NA
252,AcceptsWIC,Bakery,BeautyConcierge,CVSpharmacy,Deli,DriveUp,FreshGrocery,MobileKiosk,Optical,PhotoLab,Starbucks,,Wine&BeerAvailable,NA,NA,NA,NA
253,CVSpharmacy,Cafe-Pizza,FreshGrocery,MobileKiosk,Wine,Beer,&SpiritsAvailable,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
254,Bakery,CVSpharmacy,Cafe-Pizza,Deli,DriveUp,FreshGrocery,MobileKiosk,Optical,Starbucks,,Wine&BeerAvailable,NA,NA,NA,NA,NA,NA
255,AcceptsWIC,CVSpharmacy,Cafe-Pizza,FreshGrocery,MobileKiosk,Starbucks,Wine&BeerAvailable,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
256,BeerAvailable,CVSpharmacy,Cafe-Pizza,FreshGrocery,MobileKiosk,Starbucks,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
257,CVSpharmacy,Cafe,FreshGrocery,MobileKiosk,PhotoLab,Starbucks,Wine,Beer,&SpiritsAvailable,NA,NA,NA,NA,NA,NA,NA,NA
258,CVSpharmacy,Cafe-Pizza,FreshGrocery,Starbucks,Wine,Beer,&SpiritsAvailable,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
259,CVSpharmacy,Cafe,Wine,Beer,&SpiritsAvailable,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
260,AcceptsWIC,BeerAvailable,CVSpharmacy,Cafe-Pizza,FreshGrocery,MobileKiosk,PhotoLab,Starbucks,NA,NA,NA,NA,NA,NA,NA,NA,NA
261,Bakery,CVSpharmacy,Cafe-Pizza,Deli,FreshGrocery,MobileKiosk,Optical,PhotoLab,Starbucks,,Wine,Beer,&SpiritsAvailable,NA,NA,NA,NA
262,CVSpharmacy,FreshGrocery,PhotoLab,Starbucks,Wine,Beer,&SpiritsAvailable,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
263,CVSpharmacy,Cafe-Pizza,FreshGrocery,MobileKiosk,Starbucks,Wine,Beer,&SpiritsAvailable,NA,NA,NA,NA,NA,NA,NA,NA,NA
264,CVSpharmacy,FreshGrocery,MobileKiosk,Starbucks,Wine,Beer,&SpiritsAvailable,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
265,CVSpharmacy,Cafe,FreshGrocery,MobileKiosk,Optical,Wine,Beer,&SpiritsAvailable,NA,NA,NA,NA,NA,NA,NA,NA,NA
266,CVSpharmacy,Cafe-Pizza,FreshGrocery,Starbucks,Wine,Beer,&SpiritsAvailable,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
267,CVSpharmacy,Cafe,FreshGrocery,MobileKiosk,PhotoLab,Wine,Beer,&SpiritsAvailable,NA,NA,NA,NA,NA,NA,NA,NA,NA
268,CVSpharmacy,Cafe-Pizza,FreshGrocery,Starbucks,Wine,Beer,&SpiritsAvailable,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
269,CVSpharmacy,FreshGrocery,MobileKiosk,Starbucks,Wine,Beer,&SpiritsAvailable,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
270,CVSpharmacy,Cafe-Pizza,FreshGrocery,MobileKiosk,Starbucks,Wine,Beer,&SpiritsAvailable,NA,NA,NA,NA,NA,NA,NA,NA,NA
271,CVSpharmacy,Cafe,FreshGrocery,MobileKiosk,PhotoLab,Starbucks,Wine,Beer,&SpiritsAvailable,NA,NA,NA,NA,NA,NA,NA,NA
272,CVSpharmacy,Cafe,FreshGrocery,MobileKiosk,Wine,Beer,&SpiritsAvailable,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
273,CVSpharmacy,Cafe,FreshGrocery,MobileKiosk,Wine,Beer,&SpiritsAvailable,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
274,CVSpharmacy,Cafe,FreshGrocery,MobileKiosk,Optical,PhotoLab,Starbucks,Wine,Beer,&SpiritsAvailable,NA,NA,NA,NA,NA,NA,NA
275,CVSpharmacy,Cafe,FreshGrocery,MobileKiosk,Optical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
276,CVSpharmacy,Cafe-Pizza,FreshGrocery,MobileKiosk,PhotoLab,Starbucks,Wine,Beer,&SpiritsAvailable,NA,NA,NA,NA,NA,NA,NA,NA
277,CVSpharmacy,Cafe-Pizza,FreshGrocery,MobileKiosk,PhotoLab,Starbucks,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
278,AcceptsWIC,Cafe,FreshGrocery,MobileKiosk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
279,FreshGrocery,MobileKiosk,Starbucks,Wine,Beer,&SpiritsAvailable,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
280,AcceptsWIC,CVSpharmacy,Cafe-Pizza,FreshGrocery,MobileKiosk,Starbucks,Wine,Beer,&SpiritsAvailable,NA,NA,NA,NA,NA,NA,NA,NA
281,Cafe,FreshGrocery,MobileKiosk,Wine,Beer,&SpiritsAvailable,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
282,AcceptsWIC,CVSpharmacy,Cafe-Pizza,FreshGrocery,MobileKiosk,Starbucks,Wine,Beer,&SpiritsAvailable,NA,NA,NA,NA,NA,NA,NA,NA
283,AcceptsWIC,CVSpharmacy,FreshGrocery,MobileKiosk,Starbucks,Wine,Beer,&SpiritsAvailable,NA,NA,NA,NA,NA,NA,NA,NA,NA
284,Cafe,Starbucks,Wine&BeerAvailable,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
285,AcceptsWIC,Bakery,CVSpharmacy,Cafe-Pizza,Deli,DriveUp,FreshGrocery,MobileKiosk,Optical,Starbucks,,Wine&BeerAvailable,NA,NA,NA,NA,NA
286,CVSpharmacy,Cafe-Pizza,DriveUp,FreshGrocery,MobileKiosk,Starbucks,Wine&BeerAvailable,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
287,Cafe,DriveUp,FreshGrocery,Wine&BeerAvailable,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
288,AcceptsWIC,Bakery,CVSpharmacy,Cafe-Pizza,Deli,DriveUp,FreshGrocery,MobileKiosk,Optical,Starbucks,,Wine&BeerAvailable,NA,NA,NA,NA,NA
289,AcceptsWIC,Bakery,CVSpharmacy,Cafe-Pizza,Deli,DriveUp,FreshGrocery,MinuteClinic,MobileKiosk,Optical,PhotoLab,Starbucks,,Wine&BeerAvailable,NA,NA,NA
290,Cafe,DriveUp,FreshGrocery,Wine&BeerAvailable,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
291,AcceptsWIC,Bakery,CVSpharmacy,Cafe-Pizza,Deli,DriveUp,FreshGrocery,MobileKiosk,Optical,Starbucks,,Wine&BeerAvailable,NA,NA,NA,NA,NA
292,AcceptsWIC,Bakery,CVSpharmacy,Cafe-Pizza,Deli,DriveUp,FreshGrocery,MinuteClinic,MobileKiosk,Optical,PhotoLab,Starbucks,,Wine&BeerAvailable,NA,NA,NA
293,AcceptsWIC,Bakery,CVSpharmacy,Cafe-Pizza,Deli,DriveUp,FreshGrocery,MobileKiosk,Optical,PhotoLab,Starbucks,,Wine&BeerAvailable,NA,NA,NA,NA
294,CVSpharmacy,DriveUp,FreshGrocery,MobileKiosk,Optical,Starbucks,Wine&BeerAvailable,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
295,AcceptsWIC,Bakery,BeautyConcierge,CVSpharmacy,Cafe-Pizza,Deli,DriveUp,FreshGrocery,MobileKiosk,Optical,Starbucks,,Wine&BeerAvailable,NA,NA,NA,NA
296,AcceptsWIC,CVSpharmacy,Cafe-Pizza,DriveUp,FreshGrocery,MobileKiosk,Starbucks,Wine&BeerAvailable,NA,NA,NA,NA,NA,NA,NA,NA,NA
297,CVSpharmacy,Cafe-Pizza,DriveUp,FreshGrocery,Starbucks,Wine&BeerAvailable,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
298,AcceptsWIC,Bakery,BeautyConcierge,CVSpharmacy,Deli,DriveUp,FreshGrocery,MobileKiosk,Optical,Starbucks,,Wine&BeerAvailable,NA,NA,NA,NA,NA
299,AcceptsWIC,CVSpharmacy,Cafe-Pizza,DriveUp,FreshGrocery,MobileKiosk,Starbucks,Wine&BeerAvailable,NA,NA,NA,NA,NA,NA,NA,NA,NA
300,CVSpharmacy,Cafe-Pizza,DriveUp,FreshGrocery,Starbucks,Wine&BeerAvailable,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
301,AcceptsWIC,CVSpharmacy,Cafe-Pizza,FreshGrocery,Starbucks,Wine&BeerAvailable,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
302,CVSpharmacy,Cafe-Pizza,DriveUp,FreshGrocery,MobileKiosk,Optical,PhotoLab,Starbucks,Wine&BeerAvailable,NA,NA,NA,NA,NA,NA,NA,NA
303,CVSpharmacy,Cafe-Pizza,DriveUp,FreshGrocery,MobileKiosk,PhotoLab,Starbucks,Wine&BeerAvailable,NA,NA,NA,NA,NA,NA,NA,NA,NA
304,AcceptsWIC,DriveUp,FreshGrocery,MobileKiosk,Starbucks,Wine&BeerAvailable,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
305,CVSpharmacy,Cafe-Pizza,DriveUp,FreshGrocery,MobileKiosk,Starbucks,Wine&BeerAvailable,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
306,CVSpharmacy,Cafe,DriveUp,MobileKiosk,Wine,Beer,&SpiritsAvailable,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
307,CVSpharmacy,Cafe-Pizza,DriveUp,FreshGrocery,MobileKiosk,PhotoLab,Starbucks,Wine&BeerAvailable,NA,NA,NA,NA,NA,NA,NA,NA,NA
308,AcceptsWIC,FreshGrocery,MobileKiosk,Starbucks,Wine,Beer,&SpiritsAvailable,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
309,AcceptsWIC,Cafe,FreshGrocery,MobileKiosk,Wine,Beer,&SpiritsAvailable,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
310,DriveUp,Starbucks,Wine&BeerAvailable,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
311,CVSpharmacy,Cafe-Pizza,DriveUp,MobileKiosk,Starbucks,Wine&BeerAvailable,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312,CVSpharmacy,Cafe-Pizza,DriveUp,FreshGrocery,MobileKiosk,Optical,Starbucks,Wine&BeerAvailable,NA,NA,NA,NA,NA,NA,NA,NA,NA
313,CVSpharmacy,Cafe,DriveUp,FreshGrocery,MobileKiosk,Wine&BeerAvailable,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
314,AcceptsWIC,Bakery,CVSpharmacy,Cafe-Pizza,Deli,DriveUp,FreshGrocery,MobileKiosk,Optical,Starbucks,,Wine&BeerAvailable,NA,NA,NA,NA,NA
315,CVSpharmacy,DriveUp,FreshGrocery,MobileKiosk,Optical,Starbucks,Wine&BeerAvailable,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
316,CVSpharmacy,DriveUp,FreshGrocery,MobileKiosk,Starbucks,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
317,AcceptsWIC,CVSpharmacy,Cafe-Pizza,DriveUp,FreshGrocery,MobileKiosk,Optical,Starbucks,Wine&BeerAvailable,NA,NA,NA,NA,NA,NA,NA,NA
318,CVSpharmacy,Cafe-Pizza,FreshGrocery,MobileKiosk,Starbucks,Wine&BeerAvailable,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
319,CVSpharmacy,Cafe-Pizza,MobileKiosk,Starbucks,Wine,Beer,&SpiritsAvailable,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
320,AcceptsWIC,CVSpharmacy,Cafe,FreshGrocery,MobileKiosk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
321,CVSpharmacy,Cafe-Pizza,FreshGrocery,MobileKiosk,Starbucks,Wine&BeerAvailable,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
322,CVSpharmacy,Cafe,FreshGrocery,MobileKiosk,Optical,Starbucks,Wine&BeerAvailable,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
